Sample	logFC	pval	pval_corr	log_pval
PRDX1	0.2945446344018876	0.0009364928536154396	1.0	-0.0
PMF1	0.29451884446407384	1.8055436731102917e-05	0.3706781160895429	0.4310030528754714
CXorf30	0.29432051656146996	0.44902956756483636	1.0	-0.0
SYT17	0.2941855538998519	0.05530065061791512	1.0	-0.0
BMP4	0.2941191277631017	0.26407274642431483	1.0	-0.0
LOC348926	0.2941014935520059	0.00010161498124012653	1.0	-0.0
COX17	0.29405569769396855	0.004862985289549749	1.0	-0.0
SDHAF1	0.29404219186739944	0.00013360895592730247	1.0	-0.0
POLH	0.2940398709587484	3.541775775823634e-05	0.7271265667765922	0.13838998739616093
GATC	0.2940221574891577	0.0002589722891460026	1.0	-0.0
LONRF2	0.2938816717324677	0.36358674756060994	1.0	-0.0
CCDC134	0.2936371001823641	0.0023362791639332955	1.0	-0.0
GRIN2B	0.2936204976670318	0.49431061968080403	1.0	-0.0
PTN	0.2935107542520292	0.4627282129652812	1.0	-0.0
LRP11	0.29350729027349765	0.0026327140583617794	1.0	-0.0
NUP50	0.29348704944492887	3.1163017872964975e-06	0.0639776756931971	1.193971541869212
PGM3	0.2930873935498557	0.0015546904720258742	1.0	-0.0
SP140L	0.2927588368920073	0.0013988948668909739	1.0	-0.0
AP1S2	0.2926536108490243	0.2730493115221203	1.0	-0.0
RAP1GAP2	0.2925258055086797	0.04634932854699665	1.0	-0.0
ANP32A	0.2923957493028375	8.397746254854991e-08	0.0017240573061217297	2.763448302711527
WDR52	0.29230775779663	0.02266359850063135	1.0	-0.0
ASRGL1	0.2922519988264547	0.2924762759421592	1.0	-0.0
TRAPPC2L	0.2922436690736401	0.0015871623787250884	1.0	-0.0
SLAIN1	0.29219936642070543	0.4270206603355511	1.0	-0.0
RSPO4	0.29212651942911005	0.40627976328258364	1.0	-0.0
ERCC3	0.2920889752557745	1.988730750255053e-13	4.082864230273624e-09	8.389035061669789
RBM4B	0.2920505341232733	2.1253214615564753e-06	0.043632849605754434	1.3601864228682825
CCR5	0.29181470013652433	0.13782095270790684	1.0	-0.0
ANAPC5	0.29172557879813965	1.0365495008851406e-10	2.128036125317194e-06	5.672021003777015
BIN2	0.29167845242999135	0.3471810156379087	1.0	-0.0
ZNF124	0.2914914883565931	0.006106620472849795	1.0	-0.0
EDEM2	0.29141901152706673	1.6836056757404494e-05	0.34564424522951426	0.46137066946539596
ARHGEF11	0.2913792282677381	0.0003212665605972225	1.0	-0.0
TMEM214	0.29135525203399126	4.9246849591906186e-08	0.001011037822121834	2.9952325974935077
FAM101B	0.29135180080212564	0.20865800994246833	1.0	-0.0
DUOXA2	0.2913277688571334	0.5585314823005953	1.0	-0.0
LTB4R2	0.29132033285001224	0.2555260204101953	1.0	-0.0
EXOG	0.29120050806032616	5.245977104368459e-05	1.0	-0.0
POTEB	0.29106505293205354	0.1382148088709286	1.0	-0.0
TCF20	0.29106172910745265	2.5856171256914717e-05	0.5308271959044591	0.275046835000002
TULP3	0.2910406686825784	0.0009622046526610351	1.0	-0.0
CIRH1A	0.2909357002133959	5.417391109024798e-06	0.11121903946827912	0.9538208599822566
SNRNP200	0.2909256478685762	1.0100626566194909e-08	0.0002073658634039815	3.6832627356783627
SEMA6A	0.2907727631620478	0.165634805805273	1.0	-0.0
HTATIP2	0.2905979304094046	0.00845369648244237	1.0	-0.0
SCARB1	0.29057843021494456	0.38451853397367175	1.0	-0.0
LOC595101	0.2904403185646629	0.04906998892750816	1.0	-0.0
ACIN1	0.29043099056317523	4.0065968376124857e-10	8.225543307618433e-06	5.084835406726571
ZNF419	0.29027686688184584	0.00014637007780998575	1.0	-0.0
NLN	0.2902078531415011	0.00017513762004228034	1.0	-0.0
ETV6	0.29015408186361924	0.017942114407384874	1.0	-0.0
MFGE8	0.29014491353696137	0.17348591300647856	1.0	-0.0
FZD3	0.2900379492417686	0.025017429395564734	1.0	-0.0
PCDHA11	0.28997015758316014	0.24086236228225652	1.0	-0.0
DARS	0.2896900318093838	2.1286943066430373e-06	0.043702094115381555	1.359497752023525
TSR1	0.28952363636490475	1.1589854113908282e-06	0.023793970495853703	1.6235330812683464
ASNA1	0.2894851578560793	4.150074245495485e-05	0.8520102426002231	0.06955518424970944
FSTL3	0.28938092916235014	0.20693208354844153	1.0	-0.0
RBM17	0.2891690733265282	8.387873174569208e-08	0.0017220303627390585	2.7639591953598455
NDUFA13	0.2891194004744264	0.024781448355375636	1.0	-0.0
TRIAP1	0.28904165037348584	5.196075165966319e-06	0.10667542315728852	0.9719356257172007
SLC37A2	0.28903106227209463	0.1437093755749453	1.0	-0.0
CDKL4	0.28864899302662284	0.0684098020466504	1.0	-0.0
LOC143666	0.2885652415866611	0.0875460327815563	1.0	-0.0
FAM41C	0.2884003072827266	0.03436810574964906	1.0	-0.0
CNTN1	0.288380236534973	0.48334382229809436	1.0	-0.0
PLEKHG4B	0.28837791828235915	0.28109076175233144	1.0	-0.0
C1orf157	0.28830293517322814	0.13718833061468588	1.0	-0.0
RPS5	0.28829877446938745	0.008024054353155003	1.0	-0.0
LRRC33	0.2882478837082436	0.24736330862363445	1.0	-0.0
CCDC63	0.28807715406656564	0.31423962840551933	1.0	-0.0
POM121L1P	0.28797965441876805	0.04494405766885844	1.0	-0.0
NOP10	0.28795221160148543	0.0003165826440050356	1.0	-0.0
MAST2	0.2879081735856772	0.0007341223285179055	1.0	-0.0
SLC4A5	0.2877967954654119	0.19845598466059786	1.0	-0.0
NXF4	0.28779187620299806	0.0433433580962413	1.0	-0.0
TUT1	0.28770450348637233	1.0373251917271484e-06	0.021296286186158357	1.671696125645027
MOSPD1	0.287637783948254	0.024607071585466298	1.0	-0.0
BNIP3	0.28750133274898637	0.04802755319497186	1.0	-0.0
TMEM134	0.287403143233	0.002082600309143033	1.0	-0.0
?|280660	0.28736245929806636	0.183494599043562	1.0	-0.0
FPGS	0.2873442085903193	3.2387136335926035e-05	0.6649079089765615	0.17723850115230955
GCN1L1	0.28734102862331845	6.737561037468731e-07	0.013832212809923305	1.859108338020396
GPATCH1	0.2873226399062476	5.845162789083527e-08	0.001200011920598848	2.9208144397652194
ZNF232	0.28728931968678495	0.001405955426455192	1.0	-0.0
C2orf63	0.287275923495403	0.012373547560860143	1.0	-0.0
MTX2	0.28714819363606914	3.904208631585665e-07	0.00801534032064537	2.0960780333546727
PRSS3	0.28713321288436333	0.7252797649986849	1.0	-0.0
ASB6	0.2871260385525254	1.734572138077091e-08	0.00035610765994722673	3.4484186844638165
COASY	0.28709066833620334	7.620035478889702e-08	0.0015643932838160558	2.8056540572097353
ANKIB1	0.2870124650154633	0.013176375165470258	1.0	-0.0
LRRC37A	0.2868754320702642	0.02001106266404902	1.0	-0.0
TCF12	0.28684836821607007	0.06319075284539469	1.0	-0.0
C6orf227	0.2868331069723673	0.11162019916780049	1.0	-0.0
SS18L1	0.2867893647618338	0.0007870833995599588	1.0	-0.0
LOC730811	0.28678887729959646	0.029612079946409898	1.0	-0.0
P4HTM	0.2866612869430689	0.014426082626177074	1.0	-0.0
TAS2R41	0.2865597757406506	0.224516750161969	1.0	-0.0
SCN10A	0.28640001146669325	0.5432400275945746	1.0	-0.0
FAM19A1	0.28637365129074777	0.613506360303576	1.0	-0.0
PAR4	0.28627659530161076	0.12855690337525227	1.0	-0.0
DYRK4	0.2862385997296215	0.0004799255813893891	1.0	-0.0
NPM2	0.28621307167243515	0.2260538883986043	1.0	-0.0
CDK12	0.28607167472140205	0.011938749558997076	1.0	-0.0
IMP5	0.28579348544828664	0.020557779930217904	1.0	-0.0
IL1B	0.28560831996435176	0.3937220154860305	1.0	-0.0
SERINC2	0.2855175593600894	0.048883798226479334	1.0	-0.0
AP3D1	0.2855017034329066	1.4291400924792742e-09	2.93402460985995e-05	4.5325362477246545
HMGXB4	0.28548694339586866	3.3007411527637266e-06	0.0677642158662393	1.1689995827468809
ARMC9	0.28523351499636895	0.04593395152681083	1.0	-0.0
HOXB7	0.2851457613693764	0.08402780673366841	1.0	-0.0
FAM118A	0.28500544643187276	0.0131639538398302	1.0	-0.0
ZNF142	0.2849112708705235	6.531943898765826e-07	0.01341008082416624	1.8725686045955583
C10orf18	0.28474908388620435	0.0008581521437571511	1.0	-0.0
TNIP2	0.2847267476645907	2.6204996252029947e-05	0.5379885730541748	0.26922694870576747
STK4	0.2845195949130037	0.00028402463348688374	1.0	-0.0
C16orf7	0.2844666135532954	0.0009194611148635436	1.0	-0.0
NCRNA00085	0.2843550864841582	0.04246029048460186	1.0	-0.0
LOC100129034	0.28423117550645394	0.0105512881656455	1.0	-0.0
RFT1	0.28409438410426624	3.7170995455505273e-10	7.631205367015233e-06	5.1174068587818935
ZNF137	0.2840469060298281	0.004605488322649784	1.0	-0.0
POLR2J4	0.2840351606129481	0.00044190193514131434	1.0	-0.0
RAD51L3	0.28399099270514405	7.062490871773164e-06	0.14499293759750306	0.8386531511245477
CREBZF	0.283936781210933	2.4384709858423807e-05	0.5006180933934408	0.30049345812586054
CENPB	0.2838442938294179	3.358738348452996e-06	0.06895489829374	1.1614348777639472
INF2	0.2838092045336591	0.0034313527187933147	1.0	-0.0
KIF3A	0.2837861735915759	0.0336642956590673	1.0	-0.0
PLEKHA9	0.2837044360597414	6.97521505369962e-05	1.0	-0.0
RPS24	0.2834932835032422	0.004573934255087597	1.0	-0.0
ZNF85	0.2833341269200238	0.008046253860761365	1.0	-0.0
ADNP	0.28329267890477894	8.086395810094865e-07	0.01660137059812476	1.7798560554159466
DDX23	0.2831897118920317	6.564380275182648e-13	1.3476672704949977e-08	7.870417318798365
MLEC	0.28316102436741986	0.0005537837449662381	1.0	-0.0
RPAP1	0.28308875669126365	6.506639317984576e-07	0.013358130519822336	1.8742543174395063
PDCD10	0.2830636679475287	0.002010107321715348	1.0	-0.0
ULBP3	0.28279147947650607	0.06474422502201213	1.0	-0.0
HEY2	0.2827496316801943	0.19927102028860336	1.0	-0.0
ADCK1	0.28243294603787916	0.00016792789544908712	1.0	-0.0
CCDC112	0.2823196811903941	0.0002145547556304621	1.0	-0.0
MRPS2	0.2823124990745036	0.00013633361100554527	1.0	-0.0
ATP6V0B	0.28221184654851506	0.020099549229401284	1.0	-0.0
FKBP1AP1	0.28220274901508535	0.1064349897170814	1.0	-0.0
TFF1	0.28218281056269845	0.6749133284213187	1.0	-0.0
HEATR3	0.2821707760541683	5.2196407153191675e-06	0.1071592238855025	0.9699704404862269
ZNF75A	0.2820765657858555	0.00021615273630085012	1.0	-0.0
ZCCHC7	0.28207006046701366	6.037250140469552e-06	0.1239447453838399	0.9067718803457422
VPS25	0.28205563741421713	5.811440752039726e-07	0.011930887863937556	1.9233272361233742
TXLNA	0.28202463285847656	8.715197511860553e-09	0.00017892300491849716	3.7473338166889443
WDR49	0.28201082671484556	0.5459458726427349	1.0	-0.0
KCNIP3	0.28195255548166287	0.3148316173996038	1.0	-0.0
BAT3	0.2819396261087892	2.2546803375497213e-06	0.046288587329895776	1.334526073142287
CNOT2	0.2818927089587948	0.025518597724626554	1.0	-0.0
SIPA1L2	0.2818288767601995	0.1387378279407276	1.0	-0.0
DPF2	0.2818245372847521	2.2239113114615383e-09	4.565689922430538e-05	4.340493586833988
MLKL	0.2817834863469111	0.011018495779960558	1.0	-0.0
ATF7IP2	0.2817746284177449	0.05427177085495992	1.0	-0.0
DMRT3	0.2816658757304564	0.47632353911933556	1.0	-0.0
TIMM9	0.2816597393485658	2.3211277374083448e-07	0.004765275244899332	2.321912009214823
C1orf53	0.28157259444043614	0.13657850950837472	1.0	-0.0
NRBP1	0.2814936195560467	2.6679760499318345e-06	0.05477354830510056	1.2614291239715276
ZNF174	0.28144756349936983	1.9953523714124634e-10	4.096458418509787e-06	5.387591449129595
OR6C2	0.2813257031233183	0.13277712285133483	1.0	-0.0
VPS33B	0.281300980978445	1.987436971553635e-08	0.00040802081025996127	3.3893176860508367
RPL13AP20	0.2812615195739614	0.08340706690156446	1.0	-0.0
IER5	0.28118470144193	0.018028798462131145	1.0	-0.0
ZNF18	0.281166641592006	0.00016013831406804996	1.0	-0.0
ANXA8L2	0.28114199528333117	0.415703732589768	1.0	-0.0
UPK3BL	0.2810141584011614	0.3252350008743453	1.0	-0.0
PARP15	0.28094962158484194	0.43838054809270266	1.0	-0.0
QSER1	0.28079935885673635	0.0008348271651141754	1.0	-0.0
EPS15L1	0.2807648449117597	2.7096262820996896e-08	0.0005562862757150662	3.254701654520325
SHC3	0.2804872373059215	0.4952379086820422	1.0	-0.0
HOXB3	0.28048708593682825	0.17416338801137238	1.0	-0.0
RBAK	0.28044543574657865	3.366424164820584e-06	0.06911268810376658	1.1604422150337943
CAPG	0.28043928245268823	0.038777448753457	1.0	-0.0
MRPS33	0.2804119667455929	0.0001659719152684271	1.0	-0.0
LSMD1	0.28039902520122695	0.019986470952285618	1.0	-0.0
TAS2R14	0.2803977378411968	0.045802950573601675	1.0	-0.0
TIPRL	0.28031860328058755	3.1833406975822007e-07	0.006535398452136258	2.184727929079791
DPH3B	0.2802885605052774	0.008838423271498244	1.0	-0.0
FAM122C	0.2802464595585148	0.05491015813232797	1.0	-0.0
LOC645676	0.2801687072010619	0.0003599965755052392	1.0	-0.0
NUFIP1	0.28011334438207136	1.7855294601285388e-05	0.366569198164389	0.43584403045193176
DNASE2B	0.2800526404146968	0.6807843304179497	1.0	-0.0
LYPLA2P1	0.279952880488751	0.0003598534839057361	1.0	-0.0
ZNF606	0.27988746621700233	0.002462383272412237	1.0	-0.0
HDAC1	0.2798464207929072	5.942574901647358e-05	1.0	-0.0
CLIC6	0.279668709883067	0.41921252862188574	1.0	-0.0
SNRNP40	0.27966825339450097	2.808921040281007e-06	0.057667148956969075	1.2390715194207895
MED20	0.279665834942902	0.0025875303203632175	1.0	-0.0
APOBEC3F	0.2796495769618854	0.005866248627704226	1.0	-0.0
ZNF260	0.2796361311608724	0.00010961968144924203	1.0	-0.0
PPP1R1C	0.2796259559525218	0.36726370360379534	1.0	-0.0
RNF212	0.2793749560255474	0.2945368377514802	1.0	-0.0
KCP	0.2792187115263074	0.433241069712749	1.0	-0.0
NBPF15	0.2791831306786552	0.00626032081676251	1.0	-0.0
LYN	0.2791526729809153	0.019224792025291856	1.0	-0.0
CCDC72	0.2791446646669691	0.0024860397204652766	1.0	-0.0
KARS	0.2790797870160411	1.2998548868139608e-07	0.0026686020826290615	2.573716179379213
NSDHL	0.2790507109458549	0.0008715421196464864	1.0	-0.0
ANAPC1	0.27893959438116944	0.0003568085854434754	1.0	-0.0
SSR1	0.278936059489471	3.266996655225844e-07	0.006707144133178658	2.1734623607874886
CTSG	0.2788951914752138	0.8461421890308947	1.0	-0.0
PHTF1	0.27869681605703	6.46352708438451e-05	1.0	-0.0
TPI1P3	0.27865057457378906	0.0008161173447192012	1.0	-0.0
RNF7	0.27860533922078723	5.199579293825826e-06	0.10674736290224421	0.971642845025655
MED8	0.278580759109067	8.5116545856859e-07	0.017474426864413153	1.7575970595711017
C1orf152	0.2785600548536027	0.06926761416981955	1.0	-0.0
HIP1R	0.27838907534203905	0.03543731506051073	1.0	-0.0
TRPM8	0.27836499683687244	0.690736672560625	1.0	-0.0
RPTOR	0.27832663785444467	4.0387410779376604e-05	0.8291535433006016	0.08136503901112863
LOC285074	0.27827049791626557	0.00031328780952839065	1.0	-0.0
OR2B2	0.2782351383445665	0.07869846810547743	1.0	-0.0
HAX1	0.27820700734007353	4.383172547612296e-05	0.8998653240248043	0.0458224832378503
NCRNA00099	0.2781976797138501	0.06340895032518436	1.0	-0.0
POT1	0.2781589022549795	2.47648445131614e-06	0.050842225785520355	1.2937754450336467
POMGNT1	0.2781568226536262	1.4166010797446714e-05	0.290828201671581	0.5363634821441843
KIAA0114	0.27815501515920005	0.016353844302812816	1.0	-0.0
OR8A1	0.27801492769280406	0.018397191573313966	1.0	-0.0
CAND1	0.27800857141754776	0.0013111567476860758	1.0	-0.0
GOLGA8DP	0.277883092198163	0.13525298986191425	1.0	-0.0
YY1AP1	0.277826768484001	1.0015640115480549e-08	0.00020562109157081567	3.686932339662107
NDRG3	0.2775215703193421	0.0032470578862310415	1.0	-0.0
C1orf174	0.2774581539850445	1.1884114413673362e-07	0.002439808689127141	2.612644226330851
STRAP	0.2774028869197327	6.419314131762523e-05	1.0	-0.0
RAP2A	0.27729184810795715	0.03717526439654129	1.0	-0.0
GJA9	0.27727334645255164	0.06049840401337388	1.0	-0.0
PLEKHM1P	0.2772311762332995	0.01991442106347125	1.0	-0.0
PSMD1	0.27717422734600206	3.294911791176628e-08	0.0006764453907285618	3.1697672581388407
TRPC4AP	0.27711604909432275	6.257833538250748e-09	0.00012847332254028784	3.8911870441331775
C1orf97	0.27685453056456133	0.0049235011450640105	1.0	-0.0
GSTCD	0.27655406879507805	0.000802847772677989	1.0	-0.0
C2orf78	0.2765494350052751	0.7136792305793145	1.0	-0.0
YWHAG	0.2765200214524608	9.339082795196141e-05	1.0	-0.0
STK39	0.2764489436309816	0.012419551569011292	1.0	-0.0
ZNF876P	0.27629805904728677	0.14931479924359212	1.0	-0.0
METT11D1	0.27623757817371875	2.508177711704633e-05	0.5149288842129611	0.2882527463501388
LOC93622	0.2762286117566397	0.0002323483201550541	1.0	-0.0
GCLM	0.27620965077523074	0.2142059681602654	1.0	-0.0
PSPC1	0.2762042726252485	1.5542599808657426e-07	0.0031908957407173694	2.4960873857064745
FBXW12	0.27620369408459494	0.18121268475925753	1.0	-0.0
ZNF524	0.2761978440123283	0.007667137262694358	1.0	-0.0
LILRA3	0.27597305784947146	0.7155863887580769	1.0	-0.0
HKR1	0.27586855295329293	0.00192276515452601	1.0	-0.0
BPESC1	0.2758185823111104	0.17620563191415456	1.0	-0.0
ZNF284	0.27566214500860564	0.0022031431127232273	1.0	-0.0
CTSA	0.27562764410913054	0.024090243807955998	1.0	-0.0
RNF166	0.27560401187067995	0.0003974793683009447	1.0	-0.0
FAM109A	0.2755091007853885	0.005072711613815124	1.0	-0.0
SP110	0.2754587745955899	0.004557767528305572	1.0	-0.0
TFB2M	0.2753716407849307	0.00010040776813253374	1.0	-0.0
MFSD5	0.2753713083838232	2.7423633868374887e-05	0.5630072033177365	0.24948604859246984
VPS45	0.2753394243859102	1.0892579515647824e-06	0.022362465745624983	1.650480311667609
TIAF1	0.2753052082040597	0.022041964926772895	1.0	-0.0
LPGAT1	0.27516228136345866	0.005061530960626888	1.0	-0.0
EPPK1	0.27513695049334785	0.19904445969042145	1.0	-0.0
HNRNPA3P1	0.27510394923431836	0.0004880491647859144	1.0	-0.0
INTS2	0.2750548553855232	0.00039147519987294373	1.0	-0.0
PWP1	0.2750316982767167	9.591018046114793e-10	1.969036004867367e-05	4.705746342484403
SPATA2	0.2750211423478124	0.00011781016882472694	1.0	-0.0
EWSR1	0.27499328366635467	2.5500082761197313e-10	5.235166990873809e-06	5.281069460678865
C22orf34	0.2749530249995158	0.5096043292158883	1.0	-0.0
THSD1P1	0.2749470306323092	0.029512471806527895	1.0	-0.0
ZNF182	0.2749400895712908	6.024223809688004e-06	0.12367731481289473	0.9077099523924548
GATAD2B	0.2747930818700848	1.5876717445543345e-05	0.32594900915700487	0.48685033482106155
ZNF100	0.2747587974845134	0.00931433400089165	1.0	-0.0
F2RL3	0.27462942878576424	0.2929215368216898	1.0	-0.0
CNPY4	0.27461496029264865	0.0038842742423315668	1.0	-0.0
SNORA72	0.27451892648693854	1.005326021881245e-05	0.2063934322922196	0.6853041266408997
PITX3	0.27440332450830596	0.8116181281225784	1.0	-0.0
AZIN1	0.27433921971718966	3.2858096675992566e-05	0.6745767247581274	0.1709686475575706
PRSS55	0.27425292162356374	0.174038306361064	1.0	-0.0
GCLC	0.27413680678239416	0.23026588991600427	1.0	-0.0
ATR	0.2740986869611355	0.00013597834008269774	1.0	-0.0
HSD17B7P2	0.2740954160335285	0.011877076376434738	1.0	-0.0
C19orf2	0.2740895227796578	0.013268304980010198	1.0	-0.0
ZNF821	0.27401163112349547	0.0032899236995212826	1.0	-0.0
NCBP1	0.27388796389013415	9.716904675139836e-07	0.019948805298062082	1.7000831083980583
BET1	0.27380313087302	0.00014311240701539983	1.0	-0.0
VPS28	0.27377194005509686	0.002418479719827805	1.0	-0.0
RPL27	0.2737057907223086	0.0052951351445223276	1.0	-0.0
DRG1	0.27369511409430025	1.7473980008064469e-06	0.03587408095655636	1.44521921612858
NGFR	0.27355796741707117	0.5673745298378847	1.0	-0.0
LRIT1	0.2735404587462328	0.6776873039465383	1.0	-0.0
GANAB	0.2732181501979749	5.579093029147658e-08	0.0011453877988840142	2.941047447471658
ZNF761	0.273157562898545	0.19192672464903246	1.0	-0.0
NAA20	0.2730960484111069	0.00020065597362873265	1.0	-0.0
COMMD3	0.2729927837464068	0.0002698604127357602	1.0	-0.0
TULP4	0.2729508470484596	0.00015907545141206588	1.0	-0.0
CROCCL1	0.2729292653343567	0.002655958565074164	1.0	-0.0
LOC100132111	0.2728143668219891	0.11812832424960412	1.0	-0.0
OR11A1	0.2727495479117699	0.3453258244405826	1.0	-0.0
FAM192A	0.27253104676000817	4.400159654433618e-07	0.009033527770552217	2.0441426160110363
RPAP3	0.2725265702669937	6.339212417877281e-07	0.013014403093902057	1.8855757460310671
PTCH2	0.272501573697534	0.6569707779458653	1.0	-0.0
ATG4D	0.27246398688118667	0.001662917500992399	1.0	-0.0
PIP5K1A	0.272435184210023	2.780474569709895e-05	0.5708314291614414	0.24349212326654154
NLRP6	0.2723211670613406	0.5839187691047496	1.0	-0.0
NEURL2	0.27225859595000923	0.12932781071181573	1.0	-0.0
GNB2L1	0.27211794150948343	0.0011615769673170382	1.0	-0.0
AARSD1	0.27208042216824957	0.0001233298703234777	1.0	-0.0
CD300A	0.2720580807645243	0.07611595048623315	1.0	-0.0
PTPRU	0.27203908973893043	0.05027877195209143	1.0	-0.0
DNAJC1	0.2719459583883985	0.05584702226416436	1.0	-0.0
NDRG1	0.2719095302293155	0.13630379326849987	1.0	-0.0
FMNL3	0.27190224503146787	0.003027884875142277	1.0	-0.0
OR4F29	0.2717520894131903	0.04136707075038611	1.0	-0.0
RNF26	0.2717295613265165	3.3983043681672605e-06	0.06976718867847385	1.1563487768922152
POLR2J2	0.271721486398393	0.029401865128793295	1.0	-0.0
VPS37C	0.2715864507733947	0.0007128246380815696	1.0	-0.0
PRM1	0.2715446185431324	0.6097035901598322	1.0	-0.0
DGKG	0.27147580825030815	0.39229474099815864	1.0	-0.0
PLAC1L	0.27145276318014283	0.3970499067606297	1.0	-0.0
PRRT1	0.271386852160556	0.36811052484816476	1.0	-0.0
BTN2A2	0.27138025007877253	0.02195045650917047	1.0	-0.0
ZMYM3	0.27130440986238646	7.147002843733756e-05	1.0	-0.0
NEDD1	0.2712855998816437	0.06274976167078161	1.0	-0.0
CIZ1	0.27106059846532027	3.0173091332747794e-07	0.006194535650613122	2.207991243272535
?|100133144	0.27103066086129024	0.04837631603226068	1.0	-0.0
SH3D20	0.2710295580519988	0.23998858066871312	1.0	-0.0
NRAS	0.2710087958920493	5.552278383202749e-05	1.0	-0.0
RAB13	0.2710061581340888	5.675481700692084e-05	1.0	-0.0
RNASEH2B	0.2709397375406546	0.00984069936970281	1.0	-0.0
CXXC1	0.27092630136512597	5.747882264830379e-05	1.0	-0.0
DDX10	0.27092014851350754	4.252401618266887e-05	0.8730180522301918	0.05897677587873684
LOC441089	0.27087867193969384	0.0001715937471111809	1.0	-0.0
C18orf10	0.27082601169843024	0.00013801390581922145	1.0	-0.0
TRAPPC2	0.2708242668565255	1.0797455225909345e-05	0.22167175578791884	0.6542896388064519
C22orf40	0.27064891506175837	0.00022097288640891103	1.0	-0.0
MGAT4B	0.2706487775874624	0.009234131045860756	1.0	-0.0
ARVCF	0.27059546018962344	0.04864650014146303	1.0	-0.0
TMEM65	0.2705494649070861	0.0015962409225489123	1.0	-0.0
RAD52	0.2704885466635556	0.004516594164220811	1.0	-0.0
IQCG	0.27037640797577556	0.07832797119848514	1.0	-0.0
IQSEC3	0.2702995690910228	0.508949233012447	1.0	-0.0
C20orf107	0.27029267694977155	0.030442879870278054	1.0	-0.0
C4orf42	0.2702839637644914	3.285471862540386e-06	0.06745073733795413	1.1710132984745898
HNRNPUL1	0.2702735406871799	3.553910254604184e-08	0.000729617775270239	3.1369045940769222
SENP3	0.27007339370022443	2.3292107347487973e-07	0.004781869638439281	2.320402267634334
SGK494	0.2700453951585633	0.11646368844392947	1.0	-0.0
MIB2	0.2699055509946895	0.0012316506527318787	1.0	-0.0
CRIPT	0.26986930859605174	4.3575006700074586e-05	0.8945948875525312	0.0483735880704365
LOC202781	0.2696845712317071	0.005150691712731535	1.0	-0.0
SEPT8	0.2696809059981984	0.010818985757532063	1.0	-0.0
C1orf126	0.2696616973655681	0.20893909742900715	1.0	-0.0
TAF4B	0.2696025186266784	0.032434207708910895	1.0	-0.0
HSPA4	0.2695537064094964	2.363906129338572e-06	0.04853099283532088	1.3139808239022963
ZNHIT1	0.26951852568335255	0.03559766559629423	1.0	-0.0
EXOSC10	0.26950349994874756	7.347139916707685e-08	0.0015083678249000877	2.8214927401336807
TLE3	0.26945669431910346	9.01722814799975e-05	1.0	-0.0
CXorf27	0.2694516309978854	0.07699723244197657	1.0	-0.0
BPGM	0.26942592526152254	0.1281788006589259	1.0	-0.0
TRUB2	0.2694189584156472	1.93860525634635e-06	0.03979956591279057	1.4001216646777646
ZNF639	0.2693729226811623	0.0026159153030874127	1.0	-0.0
HIST1H4L	0.2692292428044521	0.022474747967077234	1.0	-0.0
NDUFB4	0.26921039405682556	0.00016130685144914768	1.0	-0.0
PPBP	0.26911142378987307	0.902826411506654	1.0	-0.0
RNF219	0.26904016543178244	1.3010299908420554e-05	0.267101457119874	0.5733237427633721
MMP25	0.26901256766246373	0.29517593036628736	1.0	-0.0
HSPC072	0.2689968286951574	0.38617337928189366	1.0	-0.0
SLC38A6	0.26871162406757776	0.0007165263271409334	1.0	-0.0
ZNF318	0.2686759943105681	0.00021433686230629657	1.0	-0.0
NCOA5	0.268633118962633	1.5138238579349034e-09	3.107880380340357e-05	4.507535705172879
ELL3	0.2686238853689993	0.2047580520570527	1.0	-0.0
POLD3	0.26858618392244793	0.0006337042633447371	1.0	-0.0
RAB22A	0.2685355846281645	0.0013206778907561972	1.0	-0.0
BRD4	0.26852784880246183	5.73062815420146e-05	1.0	-0.0
BLID	0.2685020568888514	0.321608206247241	1.0	-0.0
MBOAT1	0.2684000980419814	0.05016799020323943	1.0	-0.0
HSPA13	0.26833821126055213	0.0017616156427186903	1.0	-0.0
THOC2	0.26832219343064523	9.055302752432051e-05	1.0	-0.0
C6orf62	0.268192847426425	1.3938130635691718e-07	0.0028614982195075095	2.5434065199839004
PSD3	0.2681582466705539	0.09636240098862711	1.0	-0.0
SLC35B4	0.268135200750347	0.004962808830582947	1.0	-0.0
C22orf30	0.26811680542604144	0.0005112061043859164	1.0	-0.0
TMEM99	0.2680982743819911	0.006249763058420103	1.0	-0.0
HS3ST5	0.2680906336288058	0.4724806365389702	1.0	-0.0
CDYL	0.2680684030650671	4.0919007224912914e-05	0.8400672183274621	0.07568596229437852
CTAGE4	0.26806636777889814	0.08961133096941074	1.0	-0.0
GYPA	0.2680649863319813	0.8284055969264958	1.0	-0.0
PHGDH	0.2680244262869955	0.23665548714367837	1.0	-0.0
U2AF1L4	0.26797447549473397	0.00469406934253818	1.0	-0.0
SOCS1	0.2678836576028001	0.1531961106559584	1.0	-0.0
C3orf48	0.2678792308393607	0.015631559578225342	1.0	-0.0
IMMP1L	0.2678626335670806	0.0006143701708426326	1.0	-0.0
KRT26	0.26778667569455	0.7504306302748744	1.0	-0.0
HERC6	0.26770243370334157	0.08171793807695915	1.0	-0.0
